gene_symbol	s_het	s_het_lower95	s_het_upper95	NFE_s_het	NFE_s_het_lower95	NFE_s_het_upper95	rank	quintile	decile	U	N	NFE_N	n	NFE_n
CRISP2	0.0018440265	0.00139	0.00246	0.00182	0	0	15321	5	10	7.39E-07	110173.9381	65802.8333	47	9
HTATIP2	0.0018389579	0.00133	0.00255	0.00181	0	0	15322	5	10	5.55E-07	112956.8458	65811.6923	36	10
AKR1C1	0.001838851	0.00148	0.0023	0.00183	0	0	15323	5	10	1.22E-06	114771.321	66547.3333	79	22
CPA1	0.001837708	0.00146	0.00233	0.00182	0	0	15324	5	10	1.05E-06	115765.9104	65117.8	69	53
OR6T1	0.0018331194	0.00131	0.00258	0.0018	0	0	15325	5	10	4.72E-07	120729.6846	66714.3333	33	8
SLC39A5	0.0018318451	0.00147	0.00229	0.00182	0	0	15326	5	10	1.18E-06	118195.7574	66207.5385	79	51
ZNF846	0.0018309366	0.00145	0.00232	0.00182	0	0	15327	5	10	1.04E-06	116432.9951	66369.5556	69	23
PDHA2	0.0018298669	0.00137	0.00245	0.00181	0	0	15328	5	10	6.84E-07	117934.1223	66667.3846	46	14
NMUR1	0.0018235278	0.00138	0.00242	0.0018	0	0	15329	5	10	7.18E-07	117027.2222	65849.25	48	5
DEFB108B	0.0018227746	0.00091	0.00362	0.00168	0	0	15330	5	10	9.39E-08	117988.6667	66722	8	6
ASIP	0.0018222802	0.00112	0.00297	0.00175	0	0	15331	5	10	2.70E-07	95012.74766	45480	16	1
AGER	0.0018207321	0.00148	0.00225	0.00181	0	0	15332	5	10	1.38E-06	110988.6879	63215.0667	87	26
ZNF514	0.0018190846	0.0014	0.00238	0.0018	0	0	15333	5	10	8.54E-07	108890.0748	66688	54	39
DHRS7	0.0018172079	0.00139	0.00238	0.0018	0	0	15334	5	10	8.77E-07	103847.7784	65141	53	30
PIRT	0.0018170656	0.00101	0.00327	0.00171	0	0	15335	5	10	1.63E-07	101149.4945	66602	11	0
CXCR1	0.0018136753	0.00126	0.00261	0.00178	0	0	15336	5	10	4.05E-07	121228.9667	66479.3333	29	19
PYHIN1	0.0018136244	0.00142	0.00233	0.0018	0	0	15337	5	10	9.42E-07	113809.9137	66053.5	62	46
ZNF700	0.0018129964	0.0015	0.0022	0.00181	0	0	15338	5	10	1.50E-06	120964.9356	66696.8235	105	38
MCPH1	0.0018119894	0.00152	0.00218	0.00181	0	0	15339	5	10	1.72E-06	118073.2748	66339.3333	117	36
BCL2L12	0.0018117927	0.00141	0.00234	0.0018	0	0	15340	5	10	1.04E-06	99492.97792	52099.1429	60	5
ZNF404	0.0018117923	0.00142	0.00232	0.0018	0	0	15341	5	10	9.89E-07	111951.2996	65597.3333	64	18
PYCARD	0.0018089148	0.00117	0.0028	0.00175	0	0	15342	5	10	3.27E-07	99944.51701	64138.6667	20	19
C20orf85	0.0018049505	0.00126	0.0026	0.00177	0	0	15343	5	10	4.51E-07	108312.7458	66529.4286	29	9
GGTLC1	0.0018025176	0.00124	0.00263	0.00176	0	0	15344	5	10	3.81E-07	118568.705	65106.3333	27	3
CYP2B6	0.0018004941	0.00146	0.00224	0.00179	0	0	15345	5	10	1.21E-06	119183.2031	66622.2	83	42
SLC22A9	0.0017998651	0.00144	0.00227	0.00179	0	0	15346	5	10	1.07E-06	117907.606999999	65654.6316	73	20
OR5T3	0.0017964349	0.00116	0.00278	0.00174	0	0	15347	5	10	2.71E-07	119699.1148	66661.6	20	11
HIST1H4E	0.0017964114	0.0011	0.00293	0.00173	0	0	15348	5	10	2.13E-07	118555.8418	66708	16	14
TREML4	0.0017939503	0.00127	0.00255	0.00176	0	0	15349	5	10	4.65E-07	112093.3439	65095.75	31	18
NMS	0.001793472	0.00138	0.00234	0.00178	0	0	15350	5	10	8.04E-07	116187.9713	65062.7692	55	14
KLK9	0.001787958	0.00133	0.00241	0.00177	0	0	15351	5	10	7.02E-07	104552.8359	58503.6	43	12
SLC5A11	0.0017879521	0.00148	0.00217	.	.	.	15352	5	10	1.49E-06	118820.2605	65086.2667	104	89
PRPSAP1	0.0017873635	0.00137	0.00234	0.00177	0	0	15353	5	10	8.52E-07	105055.690999999	56104.6667	53	4
KRTAP3-3	0.0017866249	0.00108	0.00296	0.00171	0	0	15354	5	10	1.93E-07	120798.25	66694.6667	15	7
VEGFB	0.0017856194	0.00122	0.00262	0.00175	0	0	15355	5	10	4.15E-07	103472.787	66391.5	26	10
OR5H14	0.0017812511	0.00118	0.00271	0.00173	0	0	15356	5	10	3.09E-07	115549.5785	66293	22	17
SH2D1B	0.0017796802	0.00129	0.00247	0.00175	0	0	15357	5	10	5.01E-07	120931.1594	66676.6667	36	2
LCN6	0.0017779634	0.00124	0.00256	0.00174	0	0	15358	5	10	4.70E-07	102297.5232	57980.2222	29	15
TUBB1	0.001777864	0.00138	0.00229	0.00176	0	0	15359	5	10	8.41E-07	120634.5829	66516.8889	60	51
MRPL43	0.0017715756	0.00139	0.00227	0.00176	0	0	15360	5	10	9.72E-07	111281.6616	55849.4286	64	9
BPIFA1	0.0017707349	0.00133	0.00237	0.00175	0	0	15361	5	10	6.75E-07	115520.3826	66006.6667	46	27
ZNF662	0.0017673091	0.00141	0.00223	0.00176	0	0	15362	5	10	1.08E-06	112993.7778	66682	72	18
UGT1A7	0.0017655478	0.00142	0.00221	0.00176	0	0	15363	5	10	1.14E-06	117777.3347	66526.6667	79	13
NPY4R	0.0017626839	0.00126	0.00247	0.00173	0	0	15364	5	10	4.66E-07	121153.9316	66733.8	34	19
EMR3	0.0017625193	0.00146	0.00213	0.00176	0	0	15365	5	10	1.57E-06	114456.8886	66433.9231	107	39
HLA-F	0.0017604327	0.0014	0.00223	0.00175	0	0	15366	5	10	1.11E-06	107910.9361	60378.8571	71	4
GCNT2	0.0017596636	0.00133	0.00235	0.00174	0	0	15367	5	10	6.72E-07	117904.9806	66525	47	5
OR13C3	0.001757255	0.00114	0.00272	0.0017	0	0	15368	5	10	2.63E-07	120434.7281	66698.8	20	2
TNFRSF10B	0.00175344	0.00135	0.00229	0.00174	0	0	15369	5	10	1.03E-06	88575.81675	62481.2727	55	38
S100A1	0.0017526382	0.00094	0.00324	0.00164	0	0	15370	5	10	1.30E-07	108138.9859	51267	10	7
BST1	0.0017514611	0.00139	0.00222	0.00174	0	0	15371	5	10	1.15E-06	100561.4371	66010.6154	69	22
METTL21A	0.0017508009	0.00125	0.00246	0.00172	0	0	15372	5	10	5.07E-07	107117.9817	66180.6667	33	2
PPP2R2C	0.0017491397	0.00137	0.00224	0.00174	0	0	15373	5	10	1.05E-06	99992.18565	66605	63	47
ZNF781	0.0017435626	0.00124	0.00245	0.00171	0	0	15374	5	10	4.52E-07	119631.754	66669.7143	33	12
APOL5	0.0017381148	0.0014	0.00217	0.00173	0	0	15375	5	10	1.13E-06	118451.8462	65384.5455	80	16
IFI44	0.0017380753	0.0014	0.00217	0.00173	0	0	15376	5	10	1.16E-06	116884.0729	65538.6316	81	37
C14orf182	0.0017379101	0.00115	0.00264	0.00169	0	0	15377	5	10	3.09E-07	112533.5254	66326.8	22	6
AC006435.1	0.0017340904	0.00118	0.00255	0.00169	0	0	15378	5	10	3.57E-07	116602.425	63992.3333	26	14
PLD6	0.0017336498	0.00116	0.00261	0.00169	0	0	15379	5	10	4.39E-07	82949.64706	34105	23	20
IL36B	0.0017325948	0.00128	0.00235	0.00171	0	0	15380	5	10	5.81E-07	119295.011999999	65949.6	42	34
LST1	0.0017318457	0.00112	0.00268	0.00168	0	0	15381	5	10	3.51E-07	88828.42623	51888.5	20	1
KRTAP19-8	0.0017316344	0.00112	0.00268	0.00168	0	1	15382	5	10	2.58E-07	120832	66738.6667	20	0
C16orf89	0.0017316166	0.00136	0.00222	0.00172	0	0	15383	5	10	1.07E-06	98717.83912	61639.375	64	21
OPRM1	0.0017312572	0.00138	0.00218	0.00172	0	0	15384	5	10	1.26E-06	97553.82594	65399.5556	74	15
STPG2	0.0017244405	0.00139	0.00215	0.00172	0	0	15385	5	10	1.20E-06	110636.1493	60835.5	80	52
ENDOU	0.0017232607	0.00138	0.00216	0.00171	0	0	15386	5	10	1.13E-06	111306.6718	61799.0667	76	27
SLC22A16	0.0017228841	0.00139	0.00215	0.00171	0	0	15387	5	10	1.20E-06	109097.2935	63959.3077	79	53
SLC10A6	0.0017217686	0.00129	0.00232	0.0017	0	0	15388	5	10	6.22E-07	116245.3655	64931.1111	44	4
ASGR2	0.0017192092	0.00129	0.0023	0.0017	0	0	15389	5	10	7.49E-07	98657.4128899999	66462	46	7
OR6A2	0.0017178536	0.00113	0.00261	0.00167	0	1	15390	5	10	2.84E-07	120921.0742	66682	22	0
PUS7L	0.0017130062	0.00137	0.00215	0.0017	0	0	15391	5	10	1.09E-06	114680.9665	63282.4	76	8
HMGCLL1	0.0017123416	0.00134	0.00219	0.0017	0	0	15392	5	10	9.52E-07	109668.0568	66177	64	11
C1orf192	0.0017112835	0.00124	0.00236	0.00169	0	0	15393	5	10	4.97E-07	120461.7973	66727.25	37	31
ZNF695	0.0017111314	0.00133	0.00221	0.0017	0	0	15394	5	10	8.93E-07	109163.0613	65216	60	13
TRIML1	0.0017079785	0.00132	0.00222	0.00169	0	0	15395	5	10	8.00E-07	115213.83	65666.2857	57	10
C9orf50	0.0017070668	0.00139	0.00211	0.0017	0	0	15396	5	10	1.29E-06	111109.6973	63288.7143	87	6
COCH	0.0017041353	0.0014	0.00209	0.0017	0	0	15397	5	10	1.32E-06	116138.4257	66311	93	9
PIF1	0.0017038536	0.00141	0.00208	0.0017	0	0	15398	5	10	1.50E-06	107681.4491	62525.3333	100	28
NPY2R	0.0016984924	0.00125	0.00231	0.00168	0	0	15399	5	10	5.47E-07	121017.4872	66634	41	41
ZNF396	0.0016978414	0.00135	0.00215	0.00169	0	0	15400	5	10	1.03E-06	112007.7725	66613.2727	71	24
OR6C76	0.0016974236	0.0011	0.00263	0.00165	0	0	15401	5	10	2.57E-07	118706.0214	66587.5	20	3
PNPLA5	0.0016962614	0.00133	0.00218	0.00168	0	0	15402	5	10	1.00E-06	99990.26396	62027.1111	62	49
OR7D4	0.0016961552	0.00108	0.00266	0.00164	0	0	15403	5	10	2.40E-07	119944.0099	66688.3333	19	4
RASSF4	0.0016895004	0.00129	0.00223	0.00167	0	0	15404	5	10	8.04E-07	100733.7465	60251.7333	51	18
C22orf29	0.0016861628	0.00127	0.00224	0.00167	0	0	15405	5	10	6.85E-07	113139.1441	64288.8571	48	7
UEVLD	0.0016849854	0.00136	0.0021	0.00168	0	0	15406	5	10	1.12E-06	115737.8797	65248.1667	80	61
OR52K2	0.00168367	0.00112	0.00253	0.00164	0	0	15407	5	10	2.98E-07	118423.5077	66060	23	13
REXO4	0.0016828383	0.00135	0.00211	0.00167	0	0	15408	5	10	1.06E-06	117365.285	65728	77	5
SEC22C	0.0016820056	0.0013	0.00218	0.00167	0	0	15409	5	10	8.82E-07	104745.3677	65492.5455	58	21
FAM211B	0.0016805068	0.00127	0.00223	0.00166	0	0	15410	5	10	7.41E-07	101881.4793	63493.3333	48	19
GTDC1	0.0016788577	0.00133	0.00212	0.00167	0	0	15411	5	10	1.01E-06	112900.5165	65646.5333	71	36
WBSCR28	0.0016774186	0.00127	0.00222	0.00166	0	0	15412	5	10	6.94E-07	113490.428	65672.6667	49	11
ZNF816	0.0016756433	0.00134	0.0021	0.00167	0	0	15413	5	10	1.06E-06	115265.1805	66370.6667	76	6
GPT	0.0016755239	0.00131	0.00215	0.00166	0	0	15414	5	10	1.05E-06	95609.79641	50767.3333	63	32
ZNF585B	0.0016751696	0.00139	0.00203	.	.	.	15415	5	10	1.47E-06	115914.3774	66719.4286	107	84
OR8S1	0.0016744314	0.00113	0.0025	0.00163	0	0	15416	5	10	3.31E-07	111047.5455	62992.8571	24	16
C9orf156	0.0016728979	0.00128	0.00219	0.00166	0	0	15417	5	10	8.07E-07	103466.1475	66382.5	53	43
FAM177B	0.0016726964	0.00124	0.00227	0.00165	0	0	15418	5	10	6.05E-07	110453.641	66548.75	42	8
PUSL1	0.0016712145	0.00121	0.00231	0.00165	0	0	15419	5	10	7.63E-07	74271.8304399999	45936.5714	37	28
PINX1	0.0016709475	0.00128	0.00219	0.00165	0	0	15420	5	10	8.54E-07	97651.95517	59505.1667	53	21
OR51F2	0.00166888	0.00122	0.00229	0.00165	0	0	15421	5	10	5.20E-07	118575.8128	66604	39	37
CYP2D6	0.0016684151	0.00132	0.00211	0.00166	0	0	15422	5	10	1.12E-06	99665.02609	61172.6154	70	32
PCDHB11	0.0016682787	0.00131	0.00214	0.00166	0	0	15423	5	10	8.53E-07	119115.6945	66113.4	64	5
SPAG4	0.0016674073	0.00135	0.00208	0.00166	0	0	15424	5	10	1.34E-06	96937.50115	56635.6	81	42
PRG2	0.0016659176	0.00126	0.00221	0.00165	0	0	15425	5	10	7.25E-07	107868.3116	59768.8571	49	2
CPNE3	0.0016639219	0.00137	0.00203	0.00166	0	0	15426	5	10	1.42E-06	114714.1368	66143	101	14
BAD	0.0016627259	0.00108	0.00258	0.00161	0	0	15427	5	10	3.94E-07	75712.54545	64334.5	20	20
AIF1	0.0016623302	0.00119	0.00233	0.00163	0	0	15428	5	10	4.79E-07	110846.7598	64790.5	34	6
AGMAT	0.0016619352	0.00122	0.00227	0.00164	0	0	15429	5	10	5.95E-07	105973.0492	58605.6	40	31
CYTL1	0.0016615304	0.00113	0.00244	0.00162	0	0	15430	5	10	3.83E-07	103855.3043	64462.4	26	22
IL3	0.0016605372	0.00121	0.00229	0.00164	0	0	15431	5	10	4.79E-07	121121.3607	66723.6364	37	10
CMC2	0.0016582934	0.00102	0.0027	0.00159	0	0	15432	5	10	2.43E-07	95107.64364	65426.8	16	5
MPZL3	0.0016575623	0.00122	0.00227	0.00163	0	0	15433	5	10	5.09E-07	120282.2419	66273.0909	39	23
LY9	0.0016565215	0.00138	0.002	0	0	0	15434	5	10	1.52E-06	115154.0171	61705.0667	111	11
SMIM3	0.0016564752	0.00069	0.00391	0.00145	0	0	15435	5	10	5.33E-08	91223.6153799999	57184.4	5	2
AIFM2	0.0016561889	0.00128	0.00215	0.00164	0	0	15436	5	10	7.92E-07	112682.5663	62394.6	57	27
OR52B4	0.001655193	0.00113	0.00243	0.00162	0	0	15437	5	10	3.41E-07	116172.8987	66478.5	26	3
OR56A3	0.0016536653	0.0012	0.0023	0.00163	0	0	15438	5	10	4.67E-07	120155.5165	66541.3333	36	12
ZSCAN32	0.0016526691	0.0013	0.00212	0.00164	0	0	15439	5	10	9.69E-07	103833.199	63843.7778	64	45
OR9G1	0.0016509017	0.00108	0.00253	0.0016	0	0	15440	5	10	2.58E-07	121128.0415	66645.5	21	3
PLA2G1B	0.0016508529	0.00111	0.00246	0.00161	0	0	15441	5	10	2.99E-07	121078.8555	66688.3333	24	8
C12orf36	0.0016499455	0.00116	0.00235	0.00162	0	0	15442	5	10	4.67E-07	102207.3798	61143	31	26
GYPE	0.0016477828	0.00103	0.00265	0.00159	0	1	15443	5	10	2.65E-07	92815.03876	66558	17	0
CEACAM18	0.0016429478	0.00127	0.00214	0.00163	0	0	15444	5	10	8.35E-07	104016.0859	62083.5385	56	18
FIBCD1	0.001637588	0.00127	0.00213	0.00162	0	0	15445	5	10	1.06E-06	83201.42737	45763.1111	57	21
IL25	0.0016361218	0.00112	0.0024	0.0016	0	0	15446	5	10	3.27E-07	119659.2967	66450.2857	26	10
ASB13	0.0016358379	0.00119	0.00225	0.00161	0	0	15447	5	10	6.07E-07	96789.7483399999	42083	38	34
SLC25A31	0.0016341775	0.00129	0.00208	0.00162	0	0	15448	5	10	9.28E-07	114199.0646	66494.8889	68	6
ZCCHC5	0.0016331605	0.00121	0.00222	0.00161	0	0	15449	5	10	8.00E-07	77266	42469.8	41	24
OR5T1	0.0016321172	0.00108	0.00248	0.00159	0	0	15450	5	10	2.72E-07	119477.9815	66315.2	22	1
FCRL1	0.0016307673	0.00129	0.00207	0.00162	0	0	15451	5	10	9.29E-07	117339.1326	66193.1429	70	56
GSX2	0.0016300898	0.00114	0.00233	0.0016	0	1	15452	5	10	4.86E-07	93611.32903	35139	30	0
C19orf44	0.0016246658	0.00129	0.00206	0.00161	0	0	15453	5	10	9.72E-07	110040.4263	63006	69	44
OR6Y1	0.0016192382	0.00114	0.0023	0.00159	0	0	15454	5	10	3.89E-07	120293.549	66009.3333	31	3
GLT1D1	0.0016169496	0.00125	0.0021	0.0016	0	0	15455	5	10	8.76E-07	101192.0673	65484	58	16
CSTB	0.0016167124	0.00106	0.00248	0.00157	0	0	15456	5	10	2.80E-07	109107.3504	66659.6	21	17
TGIF1	0.0016147433	0.00121	0.00216	0.0016	0	0	15457	5	10	6.36E-07	111443.7283	64178	46	36
AP1M2	0.0016126113	0.00128	0.00204	0.0016	0	0	15458	5	10	1.23E-06	87598.4444399999	45377.7143	70	39
CHIT1	0.0016125212	0.0013	0.00201	0.0016	0	0	15459	5	10	1.19E-06	104088.261	63046.4286	80	55
PCDHB1	0.0016115859	0.00131	0.002	0.0016	0	0	15460	5	10	1.09E-06	120962.0099	66521.4545	85	56
ASB18	0.0016112593	0.00121	0.00216	0.00159	0	0	15461	5	10	7.84E-07	85931.98431	66701.3333	45	4
OR56B1	0.0016109506	0.00108	0.0024	0.00157	0	0	15462	5	10	2.92E-07	120769.7383	66683.25	24	20
FBXO40	0.001608846	0.00133	0.00196	0	0	0	15463	5	10	1.28E-06	120422.5714	66623	99	18
TM4SF19	0.001608522	0.00118	0.0022	0.00159	0	0	15464	5	10	5.68E-07	107295.772	66279	40	3
FABP4	0.0016061729	0.00112	0.00231	0.00157	0	0	15465	5	10	3.66E-07	117987.2168	65598.5	29	26
ZIK1	0.0016033862	0.00125	0.00207	0.00159	0	0	15466	5	10	7.96E-07	112396.5449	63893.4545	59	4
DNASE1	0.0015993308	0.00124	0.00208	0.00159	0	0	15467	5	10	8.01E-07	107405.3982	63396.4	57	17
LY6D	0.0015987418	0.00093	0.00275	0.00152	0	0	15468	5	10	1.74E-07	99952.59091	65655.5	13	9
TREML1	0.0015974717	0.0012	0.00214	0.00158	0	0	15469	5	10	5.75E-07	119121.4532	65605.75	45	11
LACRT	0.0015962577	0.0011	0.00233	0.00156	0	0	15470	5	10	3.29E-07	120693.6296	66528	27	3
PRTFDC1	0.0015959864	0.00126	0.00203	0.00159	0	0	15471	5	10	9.12E-07	111625.6504	66611.2308	67	42
DFFB	0.0015944386	0.00123	0.00209	0.00158	0	0	15472	5	10	7.89E-07	102626.0709	63187	54	11
KBTBD12	0.0015942898	0.00132	0.00193	0	0	0	15473	5	10	1.48E-06	108233.6257	61242	106	19
CYP1A1	0.0015915371	0.00126	0.00203	0.00158	0	0	15474	5	10	8.52E-07	119139.3011	66490.7273	67	7
ZNF776	0.0015912284	0.0013	0.00196	0.00158	0	0	15475	5	10	1.22E-06	114488.2076	61802.6667	91	43
MIIP	0.0015898794	0.00129	0.00198	0.00158	0	0	15476	5	10	1.14E-06	109863.6926	61235.2	82	27
OR9A4	0.0015889293	0.00113	0.00225	0.00156	0	0	15477	5	10	3.95E-07	120148.3907	66729.2	32	3
TRUB1	0.0015888371	0.00124	0.00204	0.00158	0	0	15478	5	10	8.19E-07	114020.6832	66591.4286	62	49
CLDN17	0.0015865594	0.00118	0.00214	0.00157	0	0	15479	5	10	5.50E-07	120768.4528	66677.6667	44	21
C8orf34	0.0015862765	0.00131	0.00193	.	.	.	15480	5	10	1.47E-06	106236.5784	56782.6667	104	77
C22orf42	0.0015857956	0.00123	0.00206	0.00157	0	0	15481	5	10	8.22E-07	103731.014	59575	57	8
ICA1L	0.0015848365	0.00129	0.00196	0.00158	0	0	15482	5	10	1.21E-06	112336.7188	66489.5	89	42
KCNK6	0.0015827786	0.00117	0.00214	0.00156	0	0	15483	5	10	5.61E-07	112464.568	63138	42	20
SLC25A21	0.0015810546	0.00125	0.00202	0.00157	0	0	15484	5	10	9.43E-07	105226.3828	66462.4	66	24
OR6X1	0.0015806286	0.00112	0.00224	0.00155	0	0	15485	5	10	3.95E-07	119486.382	66674	32	5
LILRB4	0.0015806001	0.00127	0.00198	0.00157	0	0	15486	5	10	1.03E-06	113189.6078	64712.1538	77	53
HDHD2	0.0015805134	0.00116	0.00217	0.00156	0	0	15487	5	10	4.97E-07	117217.4538	65983.6667	39	6
ZFP69B	0.0015775644	0.00123	0.00204	0.00157	0	0	15488	5	10	8.06E-07	111084.9451	66432.9091	60	15
USMG5	0.0015766721	0.00101	0.00247	0.00153	0	0	15489	5	10	2.22E-07	119710.78	65960	19	16
SLC18A1	0.0015766085	0.00129	0.00194	0.00157	0	0	15490	5	10	1.22E-06	110819.015	61928.7059	89	16
KCNMB1	0.0015731009	0.00115	0.00216	0.00155	0	0	15491	5	10	4.92E-07	114631.2464	65966.3333	38	32
NPBWR1	0.0015687367	0.00105	0.00236	0.00153	0	0	15492	5	10	3.37E-07	97044.18699	50956	23	18
TMEM59	0.0015672916	0.00123	0.00201	0.00156	0	0	15493	5	10	8.31E-07	112665.5079	64645	63	59
CCL3	0.0015669439	0.00112	0.00221	0.00154	0	0	15494	5	10	4.02E-07	120231.2373	66493	33	29
LRIT2	0.0015669159	0.00121	0.00204	0.00155	0	0	15495	5	10	7.30E-07	117723.2922	66142.1818	57	20
SERPINA3	0.0015638325	0.00118	0.00209	0.00155	0	0	15496	5	10	5.82E-07	117803.4932	66533.0769	46	7
SLC10A2	0.001563683	0.00119	0.00206	0.00155	0	0	15497	5	10	6.37E-07	119895.1991	66197.4286	51	38
RNLS	0.0015623148	0.00122	0.00202	0.00155	0	0	15498	5	10	7.75E-07	114357.4432	66480.2	60	9
HMX2	0.0015597727	0.00107	0.00229	0.00152	0	0	15499	5	10	3.69E-07	100762.8308	55386.8	26	10
NMRAL1	0.0015541573	0.00117	0.00207	0.00154	0	0	15500	5	10	6.38E-07	109209.3192	66579.6	47	13
SPATC1	0.0015533483	0.00125	0.00194	0.00155	0	0	15501	5	10	1.08E-06	108895.4149	64636.9091	79	8
USP17L2	0.0015531692	0.00119	0.00203	0.00154	0	0	15502	5	10	7.84E-07	100464.0181	60906	54	20
LECT1	0.0015498328	0.00121	0.002	0.00154	0	0	15503	5	10	7.86E-07	111812.0357	64590.8889	60	28
SLC25A2	0.0015471636	0.00115	0.00209	0.00153	0	1	15504	5	10	5.29E-07	119398.2424	66682	43	0
FCAR	0.0015461815	0.0012	0.002	0.00153	0	0	15505	5	10	7.56E-07	115961.6129	65416	60	8
C1orf61	0.0015461114	0.00096	0.00249	0.00149	0	0	15506	5	10	3.12E-07	73455.5493	41581	17	16
C1orf109	0.0015449615	0.00122	0.00197	0.00153	0	0	15507	5	10	8.74E-07	110828.5412	63199.6	66	47
CPM	0.0015447169	0.00124	0.00194	0.00154	0	0	15508	5	10	9.52E-07	117957.226	66071.2727	76	5
GIPR	0.0015431069	0.00127	0.00188	0	0	0	15509	5	10	1.43E-06	103262.3464	61342.5926	99	13
ZNF785	0.0015396068	0.00116	0.00205	0.00152	0	0	15510	5	10	6.76E-07	104346.9156	58186.625	48	17
SPATA4	0.0015382576	0.00122	0.00195	0.00153	0	0	15511	5	10	8.65E-07	118587.3087	66224.8571	70	42
PCDHA4	0.0015374738	0.00126	0.00188	0	0	0	15512	5	10	1.26E-06	113093.5247	66488.6	96	14
LCN2	0.00153577	0.00114	0.00207	0.00152	0	0	15513	5	10	5.51E-07	113752.1075	66501	43	3
TSPAN32	0.0015344902	0.00116	0.00205	0.00152	0	0	15514	5	10	1.05E-06	63831.35616	43805	47	3
DNAJB7	0.0015313621	0.00108	0.00218	0.0015	0	0	15515	5	10	3.80E-07	116088.7841	66681.6	31	7
EQTN	0.0015286525	0.00114	0.00206	0.00151	0	0	15516	5	10	5.67E-07	112704.6772	66081	44	37
OR1E1	0.0015279012	0.0011	0.00213	0.0015	0	0	15517	5	10	4.17E-07	120191.2977	66728	35	21
C4orf45	0.0015255756	0.00109	0.00215	0.0015	0	0	15518	5	10	4.81E-07	97688.94792	48069.4286	33	22
BSND	0.0015237178	0.00113	0.00206	0.00151	0	0	15519	5	10	5.19E-07	119778.7358	66255.7778	43	16
C7orf65	0.0015209555	0.00102	0.00227	0.00148	0	0	15520	5	10	2.88E-07	115102.9231	60461	24	3
SNX31	0.0015184144	0.00126	0.00184	0	0	0	15521	5	10	1.36E-06	113487.7047	62750.2857	105	24
C8orf74	0.0015170979	0.00107	0.00216	0.00149	0	0	15522	5	10	5.10E-07	85644.40118	39647.3333	31	10
DHRS7C	0.0015166732	0.00114	0.00203	0.0015	0	0	15523	5	10	6.24E-07	106435.5273	57017.5556	46	30
OR4D9	0.0015162082	0.0011	0.0021	0.00149	0	0	15524	5	10	4.23E-07	121117.1122	66686	36	25
PBX4	0.0015137691	0.00117	0.00197	0.0015	0	0	15525	5	10	7.69E-07	105587.6901	66005.6	57	7
FAM103A1	0.0015132239	0.00109	0.00212	0.00149	0	1	15526	5	10	4.87E-07	98768.2623	64962	34	0
STARD4	0.0015111179	0.00116	0.00198	0.0015	0	0	15527	5	10	7.08E-07	110525.3151	63374.4444	54	36
ZNF345	0.00150941	0.00119	0.00192	0.0015	0	0	15528	5	10	8.52E-07	112728.5308	66625.8182	67	11
S100G	0.0015088711	0.00079	0.00288	0.0014	0	0	15529	5	10	1.22E-07	83874.78571	47971	9	0
CST7	0.0015086315	0.00106	0.00215	0.00148	0	0	15530	5	10	3.61E-07	120278.1096	66398.5	31	2
CELA3A	0.0015078328	0.00122	0.00188	0.0015	0	0	15531	5	10	9.88E-07	118471.1099	66382.5	81	31
GSTA2	0.0015075345	0.0011	0.00207	0.00149	0	0	15532	5	10	4.46E-07	120940.955	66630	38	27
ZNF665	0.0015063986	0.00126	0.00182	0	0	0	15533	5	10	1.37E-06	118340.1033	66723.6667	111	8
APLF	0.0015063053	0.00122	0.00188	0.0015	0	0	15534	5	10	1.06E-06	110308.0094	65898.3158	81	39
ZSCAN1	0.0015050423	0.00118	0.00193	0.00149	0	0	15535	5	10	8.87E-07	102862.5722	62972.4	64	13
STEAP3	0.0015049761	0.00116	0.00197	0.00149	0	0	15536	5	10	7.15E-07	108983.666	65246.6667	54	17
NPFFR2	0.001504722	0.0012	0.0019	0.0015	0	0	15537	5	10	9.07E-07	113844.025	65362.4444	72	46
ZNF284	0.0015013601	0.00122	0.00186	.	.	.	15538	5	10	1.09E-06	113793.7312	64728.4615	86	68
GIMAP2	0.0015011434	0.00111	0.00205	0.00148	0	0	15539	5	10	5.18E-07	109463.8414	66670.4	40	33
C16orf78	0.0014997797	0.00118	0.00192	0.00149	0	0	15540	5	10	8.71E-07	104368.4218	48667.5556	64	7
FCRL2	0.0014955366	0.00123	0.00184	0	0	0	15541	5	10	1.13E-06	118589.3561	66551.7143	93	6
PGC	0.0014951433	0.00118	0.00191	0.00148	0	0	15542	5	10	8.46E-07	108871.863	65514.8	65	45
DEFB135	0.0014931906	0.00097	0.00231	0.00145	0	0	15543	5	10	2.24E-07	118412.2947	65814.25	20	13
MTNR1A	0.0014930068	0.00107	0.0021	0.00147	0	0	15544	5	10	4.10E-07	112023.9409	43376	33	32
ZNF266	0.0014887912	0.00122	0.00183	0	0	0	15545	5	10	1.12E-06	120420.3266	66680.7692	94	52
MFGE8	0.0014867889	0.00118	0.00188	0.00148	0	0	15546	5	10	9.05E-07	112678.6757	66610	72	22
PRADC1	0.0014834684	0.00111	0.002	0.00147	0	0	15547	5	10	5.61E-07	110406.2971	53407.7778	44	12
S100A16	0.0014813113	0.0009	0.00245	0.00142	0	0	15548	5	10	1.56E-07	121065.0962	66651.3333	15	11
ZNF354C	0.0014800113	0.0012	0.00183	.	.	.	15549	5	10	1.02E-06	119813.4388	66688.25	86	71
